Track Name,Artist,Album,Release Date,Track ID,URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature,like,t
ETA,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,56v8WEnGzLByGsDAXDiv4d,https://open.spotify.com/track/56v8WEnGzLByGsDAXDiv4d,0.812,0.749,10,-6.389,0,0.0397,0.108,0.0,0.0599,0.841,134.971,151373,4,1,195
Santa,Rvssian,Santa,2024-04-03,6a9Z1jUms915w4O7N1PxjY,https://open.spotify.com/track/6a9Z1jUms915w4O7N1PxjY,0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,193039,4,0,196
Candy Paint,Normani,Candy Paint,2024-05-31,2hZQJequTwkaizRM0NZRa1,https://open.spotify.com/track/2hZQJequTwkaizRM0NZRa1,0.891,0.776,10,-5.747,0,0.0903,0.203,1.36e-06,0.107,0.809,87.99,170067,4,0,197
We Might Even Be Falling In Love (Duet) - Spotify Singles,Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles,2023-02-14,0wOtc2nY3NOohp4xSwOyTN,https://open.spotify.com/track/0wOtc2nY3NOohp4xSwOyTN,0.731,0.423,6,-10.147,1,0.0784,0.473,0.000413,0.129,0.78,76.964,90111,4,1,198
French Riviera,PHIA,French Riviera,2024-05-31,1narRB8YDs0h77LwNvCDPv,https://open.spotify.com/track/1narRB8YDs0h77LwNvCDPv,0.544,0.788,8,-4.815,1,0.0379,0.00243,0.00157,0.0838,0.369,121.993,215308,4,0,199
Zero,NewJeans,Zero,2023-04-03,5LMoKDVzW2kDneNu2UbspP,https://open.spotify.com/track/5LMoKDVzW2kDneNu2UbspP,0.705,0.653,1,-7.407,0,0.17,0.31,1.46e-05,0.122,0.578,171.932,154194,4,0,200
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,6dOtVTDdiauQNBQEDOtlAB,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,210373,4,0,201
Enough Is Enough,Post Malone,AUSTIN,2023-07-28,3BHFResGQiUvbYToUdaDQz,https://open.spotify.com/track/3BHFResGQiUvbYToUdaDQz,0.491,0.748,0,-5.019,1,0.0324,0.0128,0.0,0.106,0.379,165.996,165175,4,0,202
Whistle,Flo Rida,Wild Ones,2012-06-22,3bC1ahPIYt1btJzSSEyyrF,https://open.spotify.com/track/3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,224653,4,1,203
Baby Powder,Jenevieve,Division,2021-09-03,4Nw7kywWurWS6ceinn1cHK,https://open.spotify.com/track/4Nw7kywWurWS6ceinn1cHK,0.799,0.452,1,-7.641,0,0.0466,0.238,0.000133,0.0878,0.732,78.461,176760,3,1,204
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),2017-04-20,7JJmb5XwzOO8jgpou264Ml,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,199440,4,1,205
giving up everything,nicole han,giving up everything,2024-05-31,2tEflzVmd3qb9vSMKd4i5x,https://open.spotify.com/track/2tEflzVmd3qb9vSMKd4i5x,0.591,0.778,2,-5.409,1,0.0499,0.0475,9.64e-06,0.0422,0.492,117.997,184750,4,0,206
Stargazing,Myles Smith,Stargazing,2024-05-10,3Vr3zh0r7ALn8VLqCiRR10,https://open.spotify.com/track/3Vr3zh0r7ALn8VLqCiRR10,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,172533,4,0,207
If I Knew,Bruno Mars,Unorthodox Jukebox,2012-12-07,7lXOqE38eCr979gp27O5wr,https://open.spotify.com/track/7lXOqE38eCr979gp27O5wr,0.522,0.413,3,-5.86,1,0.0316,0.722,0.0,0.0854,0.49,175.972,132640,3,1,208
Swarm,Sycco,Swarm,2024-05-30,1UcsKMDTZksX9AeVIQVL7j,https://open.spotify.com/track/1UcsKMDTZksX9AeVIQVL7j,0.468,0.825,1,-5.756,1,0.422,0.341,0.00088,0.0961,0.772,170.251,162639,4,0,209
All My Life (feat. J. Cole),Lil Durk,All My Life (feat. J. Cole),2023-05-12,6HgWWaMu31KdOpEG5l28BG,https://open.spotify.com/track/6HgWWaMu31KdOpEG5l28BG,0.787,0.57,3,-5.881,1,0.225,0.0449,0.0,0.135,0.733,142.974,223879,4,0,210
Jocelyn Flores,XXXTENTACION,17,2017-08-25,7m9OqQk4RVRkw9JJdeAw96,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,0,211
boyfriend (with Social House),Ariana Grande,boyfriend,2019-08-02,0Ryd8975WihbObpp5cPW1t,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4,1,212
Black Beatles,Rae Sremmurd,SremmLife 2 (Deluxe),2016-08-12,6fujklziTHa8uoM5OQSfIo,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,291893,4,0,213
What It Is (Solo Version),Doechii,What It Is (Versions),2023-03-17,73RbfOTJIjHzi2pcVHjeHM,https://open.spotify.com/track/73RbfOTJIjHzi2pcVHjeHM,0.74,0.758,1,-5.851,0,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,189825,4,0,214
Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,2016-06-10,4KW1lqgSr8TKrvBII0Brf8,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4,1,215
2015,Christian Kuria,Borderline,2020-01-29,5S9jPekMmlVxLxEEn8Iqqh,https://open.spotify.com/track/5S9jPekMmlVxLxEEn8Iqqh,0.351,0.281,5,-15.885,1,0.0367,0.704,0.00566,0.122,0.121,133.864,91343,4,1,216
Stop Breathing,Playboi Carti,Whole Lotta Red,2020-12-25,2lLG56qpLP3UbcLuzMvkWX,https://open.spotify.com/track/2lLG56qpLP3UbcLuzMvkWX,0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,218943,4,1,217
Reputation,Post Malone,Twelve Carat Toothache,2022-06-03,67dU06KGaJHLLlo5Y5bkD2,https://open.spotify.com/track/67dU06KGaJHLLlo5Y5bkD2,0.314,0.439,2,-5.726,1,0.0311,0.671,0.0,0.181,0.364,180.119,248178,4,0,218
BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,2018-08-03,2cYqizR4lgvp4Qu6IQ3qGN,https://open.spotify.com/track/2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4,0,219
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,3QaPy1KgI7nu9FJEQUgn6h,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,261467,4,0,220
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",2011-10-11,5HQVUIKwCEXpe7JIHyY734,https://open.spotify.com/track/5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333,4,1,221
Goddess,Laufey,Goddess,2024-03-06,4R3AU2pjv8ge2siX1fVbZs,https://open.spotify.com/track/4R3AU2pjv8ge2siX1fVbZs,0.372,0.128,5,-12.997,1,0.0355,0.973,0.000315,0.0916,0.172,78.949,267867,4,0,222
Please Don't Fall In Love With Me,Khalid,Please Don't Fall In Love With Me,2024-04-05,7jEpRsSusmGqKFISucMnV7,https://open.spotify.com/track/7jEpRsSusmGqKFISucMnV7,0.665,0.578,1,-5.856,1,0.0398,0.374,0.00215,0.115,0.223,109.961,177562,4,0,223
I Feel It Coming,The Weeknd,Starboy,2016-11-24,5GXAXm5YOmYT0kL5jHvYBt,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,269187,4,1,224
After Last Night (with Thundercat & Bootsy Collins),Bruno Mars,An Evening With Silk Sonic,2021-11-11,3jiKUMXqwEodB7gVv1RMZU,https://open.spotify.com/track/3jiKUMXqwEodB7gVv1RMZU,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444,4,1,225
Don't Wake Me Up,Mercer Henderson,Don't Wake Me Up,2024-05-31,4bF0SJ1NmPxMIMxMVEtu0F,https://open.spotify.com/track/4bF0SJ1NmPxMIMxMVEtu0F,0.295,0.468,3,-5.487,1,0.0369,0.358,2.21e-05,0.119,0.258,159.44,186828,3,0,226
Promise,Laufey,Bewitched,2023-09-08,08PdFBcXzpkn1cWNgmKqhn,https://open.spotify.com/track/08PdFBcXzpkn1cWNgmKqhn,0.263,0.112,5,-16.55,1,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,234267,4,0,227
Feel Good Inc.,Gorillaz,Demon Days,2005-05-23,0d28khcov6AiegSCpG5TuT,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,0,228
Love Bites (Feat. Tove Lo & SG Lewis),Nelly Furtado,Love Bites (Feat. Tove Lo & SG Lewis),2024-05-22,3bgaDjKLaicRMFD3Vmw3wv,https://open.spotify.com/track/3bgaDjKLaicRMFD3Vmw3wv,0.754,0.663,6,-6.367,0,0.0411,0.0246,3.76e-05,0.12,0.757,128.028,167559,4,0,229
Habitual,Justin Bieber,Changes,2020-02-14,40qyPyljksBEqlNw5sW37T,https://open.spotify.com/track/40qyPyljksBEqlNw5sW37T,0.761,0.443,4,-6.625,1,0.0448,0.525,1.83e-05,0.0751,0.626,138.995,168200,4,1,230
Best Part (feat. H.E.R.),Daniel Caesar,Freudian,2017-08-25,1RMJOxR6GRPsBHL8qeC2ux,https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4,1,231
Addicted,Zerb,Addicted,2024-03-29,5ZUIPLoTLJZrPQh2kFZEUM,https://open.spotify.com/track/5ZUIPLoTLJZrPQh2kFZEUM,0.771,0.741,5,-7.132,0,0.0374,0.0245,0.000163,0.111,0.19,120.064,152250,4,0,232
Home Is You,ROZES,Home Is You,2024-05-31,2vbZzFdFtOC2MwjAxbiq8S,https://open.spotify.com/track/2vbZzFdFtOC2MwjAxbiq8S,0.656,0.579,0,-8.135,1,0.0306,0.337,0.000516,0.122,0.456,102.967,165675,4,0,233
What You Won't Do for Love,Bobby Caldwell,What You Won't Do for Love,1978,6Dk5fHTvH897XrVzCO64Mx,https://open.spotify.com/track/6Dk5fHTvH897XrVzCO64Mx,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,286493,4,1,234
Mirror,Lil Wayne,Tha Carter IV (Complete Edition),2011-08-29,5hUYsaOyMY32yjRXeuQwGj,https://open.spotify.com/track/5hUYsaOyMY32yjRXeuQwGj,0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267,228093,4,1,235
T-Shirt,Migos,Culture,2017-01-27,1rkfJLgTlB6XYNjgZ0sVaK,https://open.spotify.com/track/1rkfJLgTlB6XYNjgZ0sVaK,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4,0,236
WHAT JUST HAPPENED,The Kid LAROI,THE FIRST TIME,2023-11-10,4dHLZ0bs1Xzue1xAxg9v15,https://open.spotify.com/track/4dHLZ0bs1Xzue1xAxg9v15,0.583,0.588,10,-5.146,1,0.0411,0.0843,0.0,0.346,0.474,170.977,162725,4,0,237
FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,2023-07-28,42VsgItocQwOQC3XWZ8JNA,https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,191701,4,1,238
1:5,CHINCHILLA,1:5,2024-05-16,4KkXlAj7HIXcKNquwVty43,https://open.spotify.com/track/4KkXlAj7HIXcKNquwVty43,0.469,0.275,5,-7.483,1,0.0465,0.626,1.14e-05,0.195,0.264,129.387,237140,4,0,239
fukumean,Gunna,a Gift & a Curse,2023-06-16,4rXLjWdF2ZZpXCVTfWcshS,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,125040,4,0,240
Julia Roberts,MARIS,Julia Roberts,2024-05-17,19MOp5aXEBDgsCVksJ5MS0,https://open.spotify.com/track/19MOp5aXEBDgsCVksJ5MS0,0.561,0.888,4,-2.285,1,0.0744,0.0903,0.0,0.286,0.517,104.116,184202,4,0,241
Espresso,Sabrina Carpenter,Espresso,2024-04-12,2qSkIjg1o9h3YT9RAgYN75,https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,175459,4,1,242
No Scrubs,TLC,Fanmail,1999-02-23,1KGi9sZVMeszgZOWivFpxs,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4,0,243
24K Magic - R3hab Remix,Bruno Mars,24K Magic (R3hab Remix),2017-05-26,1nSzCAvAvzJj5oIt7m90G0,https://open.spotify.com/track/1nSzCAvAvzJj5oIt7m90G0,0.763,0.708,5,-5.692,0,0.209,0.146,0.0,0.33,0.566,106.175,158678,4,1,244
Crime Pays,Freddie Gibbs,Bandana,2019-06-28,4w5m4X0OZ2IslxNOgtntTN,https://open.spotify.com/track/4w5m4X0OZ2IslxNOgtntTN,0.608,0.699,6,-8.267,1,0.114,0.139,0.0,0.242,0.784,146.941,182680,4,0,245
Deep in the Water,Don Toliver,Deep in the Water,2024-03-14,2dshtwEGNpyrE0x69wUiHj,https://open.spotify.com/track/2dshtwEGNpyrE0x69wUiHj,0.671,0.543,7,-5.45,0,0.0357,0.376,0.000209,0.11,0.112,124.051,170453,4,0,246
Perfect,Ed Sheeran,coffee shop music 2024,2024-05-17,5hNFhv4y0a4V6mRgf548JD,https://open.spotify.com/track/5hNFhv4y0a4V6mRgf548JD,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,263400,3,0,247
Waves,Paige,Waves,2020-07-10,5YzJNc7z9v3tUgj2QOE0kV,https://open.spotify.com/track/5YzJNc7z9v3tUgj2QOE0kV,0.501,0.447,4,-8.144,1,0.073,0.0754,0.0,0.326,0.3,89.625,202197,4,1,248
LOST!,RM,"Right Place, Wrong Person",2024-05-24,02H58MSfVESkKyx4diDgu7,https://open.spotify.com/track/02H58MSfVESkKyx4diDgu7,0.771,0.68,6,-5.63,1,0.0557,0.216,3.88e-05,0.287,0.336,88.011,233013,4,0,249
Unforgettable,French Montana,Jungle Rules,2017-07-14,3B54sVLJ402zGa6Xm4YGNe,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,0,250
Soft,Lucky Daye,Soft,2024-05-31,3IKUHOBOktlBP6kryzg1AS,https://open.spotify.com/track/3IKUHOBOktlBP6kryzg1AS,0.499,0.638,3,-8.418,0,0.106,0.0379,0.0118,0.494,0.535,116.889,318716,4,1,251
Lost In Space,Foster The People,Lost In Space,2024-05-31,1PIBxfR4k67snh0hUSgzPs,https://open.spotify.com/track/1PIBxfR4k67snh0hUSgzPs,0.825,0.764,5,-4.963,0,0.042,0.0188,0.0526,0.0723,0.771,122.416,258939,4,0,252
See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,2017-07-21,7KA4W4McWYRpgf0fWsJZWB,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4,0,253
Strangers,Kenya Grace,Strangers,2023-09-01,5mjYQaktjmjcMKcUIcqz4s,https://open.spotify.com/track/5mjYQaktjmjcMKcUIcqz4s,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,172965,4,1,254
The Night We Met,Lord Huron,Strange Trails,2015-04-06,3hRV0jL3vUpRrcy398teAU,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208212,3,0,255
F*ck Up Some Commas,Future,DS2 (Deluxe),2015-07-17,49zD0wr2S3d0lZPib0K4e1,https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,4,0,256
IDGAF (feat. Yeat),Drake,For All The Dogs,2023-10-06,2YSzYUF3jWqb9YP9VXmpjE,https://open.spotify.com/track/2YSzYUF3jWqb9YP9VXmpjE,0.673,0.672,8,-8.577,1,0.224,0.0466,0.000284,0.193,0.14,136.902,260111,4,0,257
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,2017-03-24,15EPc80XuFrb2LmOzGjuRg,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4,0,258
End of Beginning,Djo,DECIDE,2022-09-16,3qhlB30KknSejmIvZZLjOD,https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,159246,4,0,259
Cozy,Jeremy Zucker,Cozy,2024-05-22,5mRFZlOAptPpimncCeBxoJ,https://open.spotify.com/track/5mRFZlOAptPpimncCeBxoJ,0.508,0.364,1,-12.832,1,0.0872,0.424,0.00377,0.85,0.355,75.039,165339,4,0,260
SUN GOES DOWN,Lil Nas X,MONTERO,2021-09-17,6btdl1Vl6Ta5lUwUSOFW2H,https://open.spotify.com/track/6btdl1Vl6Ta5lUwUSOFW2H,0.549,0.643,9,-6.808,1,0.0543,0.0792,1.21e-05,0.107,0.123,174.041,168034,4,0,261
All I Ever Wanted,Dean Lewis,All I Ever Wanted,2024-05-30,3SlVjHXWf3GmFw5eRhW7GM,https://open.spotify.com/track/3SlVjHXWf3GmFw5eRhW7GM,0.649,0.684,1,-5.777,1,0.0658,0.318,0.0,0.0705,0.308,120.855,189966,4,0,262
Chase It (Mmm Da Da Da),Bebe Rexha,Chase It (Mmm Da Da Da),2024-05-17,08APpCYHGsbJ2N9jhRgLQY,https://open.spotify.com/track/08APpCYHGsbJ2N9jhRgLQY,0.75,0.725,0,-7.055,0,0.0493,0.0281,0.00322,0.0864,0.276,131.976,169207,4,0,263
Hero,Charlie Puth,Hero,2024-05-24,5TTyyKNJZHONhjtAiXL1nG,https://open.spotify.com/track/5TTyyKNJZHONhjtAiXL1nG,0.467,0.469,0,-10.523,0,0.0374,0.443,0.000216,0.0874,0.576,199.752,196752,4,0,264
My Fault (feat. Noah Cyrus),Shaboozey,"Where I've Been, Isn't Where I'm Going",2024-05-31,3T3sbHYwPvhTCfEeUtvbMF,https://open.spotify.com/track/3T3sbHYwPvhTCfEeUtvbMF,0.371,0.501,0,-6.496,1,0.0383,0.76,0.0,0.515,0.456,98.019,236020,4,0,265
BLEED,The Kid LAROI,THE FIRST TIME,2023-11-10,2m6HgwjakjAXimujX8m4sk,https://open.spotify.com/track/2m6HgwjakjAXimujX8m4sk,0.566,0.417,10,-7.025,0,0.0256,0.647,0.0,0.188,0.669,174.798,169990,3,0,266
DANCE NOW,Joey Valence & Brae,DANCE NOW,2023-03-31,1L4ELcOBZDTTY5rYzqRR50,https://open.spotify.com/track/1L4ELcOBZDTTY5rYzqRR50,0.822,0.879,4,-2.848,0,0.33,0.019,0.0,0.2,0.657,100.076,130344,4,1,267
Tyler Herro,Jack Harlow,Thats What They All Say,2020-12-11,3w1WjD2zJqjBjDz5fwqQPJ,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,156578,4,0,268
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,0WbMK4wrZ1wFSty9F7FCgu,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,218424,4,0,269
HUMBLE.,Kendrick Lamar,DAMN.,2017-04-14,7KXjTSCq5nL1LoYtL7XAwS,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4,0,270
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,AT.LONG.LAST.A$AP,2015-05-26,1j6kDJttn6wbVyMaM42Nxm,https://open.spotify.com/track/1j6kDJttn6wbVyMaM42Nxm,0.485,0.72,6,-5.991,1,0.127,0.0123,0.0,0.0546,0.0471,207.982,126960,4,0,271
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,51rXHuKN8Loc4sUlKPODgH,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,4,0,272
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,2018-04-27,0e7ipj03S05BNilyu5bRzt,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0713,0.124,7.75e-05,0.131,0.129,159.798,218147,4,0,273
Rock Your Body,Justin Timberlake,Justified,2002-11-04,1AWQoqb9bSvzTjaLralEkT,https://open.spotify.com/track/1AWQoqb9bSvzTjaLralEkT,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4,0,274
WHATS POPPIN,Jack Harlow,Sweet Action,2020-03-13,1jaTQ3nqY3oAAYyCTbIvnM,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,0,275
The Weekend,88rising,The Weekend,2021-10-14,0v2Qgk39gLXMIJi6BY34Fz,https://open.spotify.com/track/0v2Qgk39gLXMIJi6BY34Fz,0.783,0.523,1,-5.7,1,0.0321,0.0627,4.86e-06,0.0963,0.828,101.488,167662,4,1,276
Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,2OzhQlSqBEmt7hmkYxfT6m,https://open.spotify.com/track/2OzhQlSqBEmt7hmkYxfT6m,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,228965,4,0,277
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,2016-09-16,6gBFPUFcJLzWGx4lenP6h2,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4,0,278
NANi,Saweetie,NANi,2024-05-17,6utUO9goGEtilKe2tmfNJH,https://open.spotify.com/track/6utUO9goGEtilKe2tmfNJH,0.817,0.718,4,-5.028,0,0.0828,0.0675,0.0,0.158,0.429,91.991,154991,4,0,279
Hold Me Like a Grudge,Fall Out Boy,So Much (For) Stardust,2023-03-24,7LJETXmpThAx6IvUzczYNR,https://open.spotify.com/track/7LJETXmpThAx6IvUzczYNR,0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,215601,4,0,280
a lot,21 Savage,i am > i was,2018-12-21,2t8yVaLvJ0RenpXUIAC52d,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,0,281
Suit & Tie (feat. Jay-Z),Justin Timberlake,The 20/20 Experience (Deluxe Version),2013-03-15,6vt0I1cw1YmAIKDJvHVIM5,https://open.spotify.com/track/6vt0I1cw1YmAIKDJvHVIM5,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,101.985,326280,4,1,282
Yucky Blucky Fruitcake,Doechii,Oh The Places You’ll Go,2020-11-27,1j3SdMJfeRJXycCp50boYE,https://open.spotify.com/track/1j3SdMJfeRJXycCp50boYE,0.596,0.617,9,-7.52,1,0.286,0.481,0.0,0.659,0.906,98.099,275527,4,0,283
Self Care,Mac Miller,Swimming,2018-08-03,5bJ1DrEM4hNCafcDd1oxHx,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4,0,284
Skate,Bruno Mars,An Evening With Silk Sonic,2021-11-11,7jvCeWOSnJs2N3spqobWnO,https://open.spotify.com/track/7jvCeWOSnJs2N3spqobWnO,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,203123,4,1,285
Calling All My Lovelies,Bruno Mars,24K Magic,2016-11-17,6ObpR8ek44tvWefQRcSo8K,https://open.spotify.com/track/6ObpR8ek44tvWefQRcSo8K,0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-06,0.105,0.865,159.996,250080,4,1,286
Babydoll,Dominic Fike,"Don't Forget About Me, Demos",2018-10-16,7yNf9YjeO5JXUE3JEBgnYc,https://open.spotify.com/track/7yNf9YjeO5JXUE3JEBgnYc,0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4,0,287
Superstar,Zola Courtney,Superstar,2021-05-26,3c46fXVjVArsPheex1R7AI,https://open.spotify.com/track/3c46fXVjVArsPheex1R7AI,0.703,0.468,4,-7.781,0,0.166,0.0495,0.0,0.372,0.725,93.935,177045,4,1,288
One Bad Day,Pamungkas,One Bad Day,2024-05-29,2ak4PK6BeHw8btWrVmOdYz,https://open.spotify.com/track/2ak4PK6BeHw8btWrVmOdYz,0.432,0.772,11,-7.397,1,0.0364,0.00287,0.0106,0.341,0.525,177.896,234170,4,0,289
Livin' It Up,Bill LaBounty,Bill LaBounty,1982-01-01,0lwHorTzvh8D4pQaWFYqnn,https://open.spotify.com/track/0lwHorTzvh8D4pQaWFYqnn,0.62,0.355,5,-14.081,0,0.0398,0.402,0.00619,0.0585,0.659,84.181,261960,4,1,290
The Hills,The Weeknd,Beauty Behind The Madness,2015-08-28,7fBv7CLKzipRk6EC6TWHOB,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4,1,291
Chun-Li,Nicki Minaj,Queen,2018-08-10,1e4rwBPVI32vZtTJu7mJ4J,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J,0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,191600,5,0,292
